Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Springfield,United States,Paul Prost,Universal,5/18/2022,US-2022-117401,65807,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Central,Home Office,5/22/2022,Second Class,Missouri,Binders,0,20.7312,7,43.19
Office Supplies,Lansing,United States,Erica Hernandez,Avery,9/22/2022,US-2022-167381,48911,Avery 511,Central,Home Office,9/24/2022,Second Class,Michigan,Labels,0,13.3056,9,27.72
Office Supplies,Garland,United States,Julie Kriz,Hunt,9/4/2022,US-2022-100783,75043,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Home Office,9/8/2022,Second Class,Texas,Art,0.2,3.798000000,1,30.384
Office Supplies,Houston,United States,Tonja Turnell,Avery,3/4/2022,US-2022-119816,77095,Avery 497,Central,Home Office,3/6/2022,Second Class,Texas,Labels,0.2,0.8624,1,2.464
Office Supplies,Chicago,United States,Ross DeVincentis,Xerox,2/3/2022,US-2022-127474,60610,Xerox 2,Central,Home Office,2/7/2022,Second Class,Illinois,Paper,0.2,1.8144,1,5.184
Office Supplies,Houston,United States,Tonja Turnell,Other,3/4/2022,US-2022-119816,77095,Crate-A-Files,Central,Home Office,3/6/2022,Second Class,Texas,Storage,0.2,0.654000000,1,8.72
Office Supplies,Chicago,United States,Mike Pelletier,Newell,12/5/2021,US-2021-163636,60623,Newell 311,Central,Home Office,12/9/2021,Second Class,Illinois,Art,0.2,0.3094,2,3.536
Office Supplies,Chicago,United States,Ross DeVincentis,Xerox,2/3/2022,US-2022-127474,60610,Xerox 1893,Central,Home Office,2/7/2022,Second Class,Illinois,Paper,0.2,23.7742,2,65.584
Office Supplies,Chicago,United States,Stephanie Ulpright,Xerox,9/5/2021,US-2021-164490,60653,Xerox 196,Central,Home Office,9/10/2021,Second Class,Illinois,Paper,0.2,3.3524,2,9.248
Office Supplies,Chicago,United States,Matt Abelman,Prang,10/27/2022,US-2022-110373,60610,Prang Colored Pencils,Central,Home Office,10/30/2022,Second Class,Illinois,Art,0.2,2.205,3,7.056
Office Supplies,Houston,United States,Sanjit Jacobs,Newell,9/17/2022,US-2022-105669,77036,Newell Chalk Holder,Central,Home Office,9/22/2022,Second Class,Texas,Art,0.2,3.2214,3,9.912
Office Supplies,Corpus Christi,United States,Neil Knudson,Xerox,6/18/2022,US-2022-162712,78415,Xerox 1925,Central,Home Office,6/20/2022,Second Class,Texas,Paper,0.2,23.235,3,74.352
Office Supplies,Houston,United States,Matt Abelman,Easy-staple paper,10/19/2022,US-2022-107727,77095,Easy-staple paper,Central,Home Office,10/23/2022,Second Class,Texas,Paper,0.2,9.9468,3,29.472
Office Supplies,Chicago,United States,Ross DeVincentis,Xerox,2/3/2022,US-2022-127474,60610,Xerox 189,Central,Home Office,2/7/2022,Second Class,Illinois,Paper,0.2,146.79,5,419.4
Office Supplies,Houston,United States,Sanjit Jacobs,Wilson Jones,9/17/2022,US-2022-105669,77036,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Central,Home Office,9/22/2022,Second Class,Texas,Binders,0.8,-10.15,5,5.8
Office Supplies,Houston,United States,Maria Etezadi,Hoover,11/13/2022,US-2022-124926,77095,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Central,Home Office,11/18/2022,Second Class,Texas,Appliances,0.8,-24.7086,6,9.324
Office Supplies,Houston,United States,Ross DeVincentis,Acco,9/2/2021,US-2021-112739,77070,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Central,Home Office,9/7/2021,Second Class,Texas,Binders,0.8,-13.3424,8,8.608
Office Supplies,New York City,United States,Parhena Norris,Wirebound,9/10/2021,US-2021-118780,10011,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",East,Home Office,9/14/2021,Second Class,New York,Paper,0,3.0774,1,6.69
Office Supplies,New York City,United States,Katrina Bavinger,Prang,9/3/2022,US-2022-161067,10035,Prang Drawing Pencil Set,East,Home Office,9/6/2022,Second Class,New York,Art,0,2.224,2,5.56
Office Supplies,New York City,United States,Parhena Norris,Acco,9/10/2021,US-2021-118780,10011,Acco Perma 2700 Stacking Storage Drawers,East,Home Office,9/14/2021,Second Class,New York,Storage,0,8.922,2,59.48
Office Supplies,New York City,United States,Chuck Clark,Quartet,10/3/2022,US-2022-143035,10009,"Quartet Alpha White Chalk, 12/Pack",East,Home Office,10/5/2022,Second Class,New York,Art,0,3.1161,3,6.63
Office Supplies,Orange,United States,Shirley Daniels,Acme,9/19/2021,US-2021-102932,07050,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,9/23/2021,Second Class,New Jersey,Supplies,0,8.0997,3,27.93
Office Supplies,New York City,United States,Katrina Bavinger,Xerox,9/3/2022,US-2022-161067,10035,Xerox 189,East,Home Office,9/6/2022,Second Class,New York,Paper,0,201.312,4,419.4
Office Supplies,New York City,United States,Julie Kriz,Tennsco,12/18/2021,US-2021-150945,10009,Tennsco Double-Tier Lockers,East,Home Office,12/20/2021,Second Class,New York,Storage,0,117.0104,4,900.08
Office Supplies,New York City,United States,Sharelle Roach,Panasonic,11/8/2022,US-2022-143658,10035,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,East,Home Office,11/13/2022,Second Class,New York,Art,0,32.97,5,109.9
Office Supplies,Orange,United States,Shirley Daniels,Storex,9/19/2021,US-2021-102932,07050,Storex DuraTech Recycled Plastic Frosted Binders,East,Home Office,9/23/2021,Second Class,New Jersey,Binders,0,12.72,6,25.44
Office Supplies,Washington,United States,Dianna Arnett,Xerox,1/12/2022,US-2022-158512,20016,Xerox 195,East,Home Office,1/17/2022,Second Class,District of Columbia,Paper,0,19.2384,6,40.08
Office Supplies,Cranston,United States,Carl Weiss,Other,12/8/2022,US-2022-152436,02920,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",East,Home Office,12/10/2022,Second Class,Rhode Island,Storage,0,160.0398,6,592.74
Office Supplies,Washington,United States,Tony Chapman,BIC,12/5/2021,US-2021-140564,20016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",East,Home Office,12/10/2021,Second Class,District of Columbia,Art,0,13.2288,8,33.92
Office Supplies,Newark,United States,Carl Weiss,GBC,5/13/2022,US-2022-161655,19711,GBC Twin Loop Wire Binding Elements,East,Home Office,5/18/2022,Second Class,Delaware,Binders,0,149.76,9,299.52
Office Supplies,Parma,United States,Nora Pelletier,Other,9/22/2021,US-2021-166653,44134,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Home Office,9/24/2021,Second Class,Ohio,Envelopes,0.2,19.99,2,63.968
Office Supplies,New York City,United States,Phillina Ober,Other,10/5/2022,US-2022-103247,10011,Tuf-Vin Binders,East,Home Office,10/8/2022,Second Class,New York,Binders,0.2,25.5798,3,75.792
Office Supplies,New York City,United States,Harold Pawlan,Other,11/30/2022,US-2022-111689,10024,Lock-Up Easel 'Spel-Binder',East,Home Office,12/2/2022,Second Class,New York,Binders,0.2,23.1093,3,68.472
Office Supplies,Columbus,United States,Julia Barnett,Ampad,12/8/2021,US-2021-158302,43229,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",East,Home Office,12/12/2021,Second Class,Ohio,Paper,0.2,3.4398,3,10.584
Office Supplies,Lancaster,United States,Joni Sundaresam,Xerox,9/23/2021,US-2021-124016,43130,Xerox 1970,East,Home Office,9/26/2021,Second Class,Ohio,Paper,0.2,4.0338,3,11.952
Office Supplies,Philadelphia,United States,Deborah Brumfield,Boston,8/12/2021,US-2021-144477,19134,Boston 16765 Mini Stand Up Battery Pencil Sharpener,East,Home Office,8/14/2021,Second Class,Pennsylvania,Art,0.2,2.7984,4,37.312
Office Supplies,Lancaster,United States,Sam Zeldin,Message Book,7/3/2022,US-2022-111024,43130,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",East,Home Office,7/6/2022,Second Class,Ohio,Paper,0.2,11.1024,4,32.896
Office Supplies,Lancaster,United States,Sam Zeldin,Wirebound,7/3/2022,US-2022-111024,43130,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",East,Home Office,7/6/2022,Second Class,Ohio,Paper,0.2,11.223,6,30.96
Office Supplies,New York City,United States,Clay Rozendal,3-ring staple pack,9/23/2021,US-2021-101742,10009,3-ring staple pack,East,Home Office,9/28/2021,Second Class,New York,Binders,0.2,3.6848,7,10.528
Office Supplies,Columbus,United States,Nick Zandusky,Advantus,11/20/2021,US-2021-110772,43229,Advantus SlideClip Paper Clips,East,Home Office,11/24/2021,Second Class,Ohio,Fasteners,0.2,6.6836,7,19.096
Office Supplies,Columbus,United States,Nick Zandusky,Avery,11/20/2021,US-2021-110772,43229,Avery 512,East,Home Office,11/24/2021,Second Class,Ohio,Labels,0.2,6.2424,8,18.496
Office Supplies,Lancaster,United States,Joni Sundaresam,Fellowes,9/23/2021,US-2021-124016,43130,Fellowes Black Plastic Comb Bindings,East,Home Office,9/26/2021,Second Class,Ohio,Binders,0.7,-9.7608,7,12.201
Office Supplies,Huntsville,United States,Mick Hernandez,Other,12/25/2022,US-2022-114055,35810,Assorted Color Push Pins,South,Home Office,12/29/2022,Second Class,Alabama,Fasteners,0,1.1946,2,3.62
Office Supplies,Huntsville,United States,Mick Hernandez,Other,12/25/2022,US-2022-114055,35810,14-7/8 x 11 Blue Bar Computer Printout Paper,South,Home Office,12/29/2022,Second Class,Alabama,Paper,0,46.1184,2,96.08
Office Supplies,Roswell,United States,Meg O'Connel,Easy-staple paper,9/17/2022,US-2022-157931,30076,Easy-staple paper,South,Home Office,9/22/2022,Second Class,Georgia,Paper,0,49.9704,3,106.32
Office Supplies,Huntsville,United States,Mick Hernandez,Xerox,12/25/2022,US-2022-114055,35810,Xerox 1915,South,Home Office,12/29/2022,Second Class,Alabama,Paper,0,301.968,6,629.1
Office Supplies,Jackson,United States,Stephanie Ulpright,Avery,12/10/2022,US-2022-148922,39212,Avery Metallic Poly Binders,South,Home Office,12/15/2022,Second Class,Mississippi,Binders,0,22.0032,8,45.84
Office Supplies,Lake Charles,United States,Daniel Raglin,Other,8/11/2022,US-2022-160899,70601,Satellite Sectional Post Binders,South,Home Office,8/13/2022,Second Class,Louisiana,Binders,0,219.6546,11,477.51
Office Supplies,Bristol,United States,Catherine Glotzbach,Boston,9/10/2021,US-2021-164350,37620,"Boston Model 1800 Electric Pencil Sharpener, Gray",South,Home Office,9/12/2021,Second Class,Tennessee,Art,0.2,8.445000000,3,67.56
Office Supplies,Charlotte,United States,Ross Baird,Tennsco,12/24/2021,US-2021-168620,28205,Tennsco Double-Tier Lockers,South,Home Office,12/28/2021,Second Class,North Carolina,Storage,0.2,-47.2542,3,540.048
Office Supplies,Miami,United States,Marc Harrigan,Other,12/29/2021,US-2021-135209,33178,Astroparche Fine Business Paper,South,Home Office,12/31/2021,Second Class,Florida,Paper,0.2,8.8704,6,25.344
Office Supplies,Miami,United States,Marc Harrigan,Xerox,12/29/2021,US-2021-135209,33178,Xerox 1898,South,Home Office,12/31/2021,Second Class,Florida,Paper,0.2,13.0928,7,37.408
Office Supplies,Charlotte,United States,Ross Baird,GBC,12/24/2021,US-2021-168620,28205,GBC Linen Binding Covers,South,Home Office,12/28/2021,Second Class,North Carolina,Binders,0.7,-20.4468,3,27.882
Office Supplies,Hollywood,United States,Daniel Raglin,GBC,11/10/2022,US-2022-142671,33021,GBC VeloBinder Strips,South,Home Office,11/14/2022,Second Class,Florida,Binders,0.7,-7.68,5,11.52
Office Supplies,Los Angeles,United States,Alyssa Tate,Harmony,12/9/2022,US-2022-102407,90004,Harmony Air Purifier,West,Home Office,12/13/2022,Second Class,California,Appliances,0,68.04,1,189
Office Supplies,San Francisco,United States,Becky Castell,Newell,5/19/2022,US-2022-113530,94109,Newell 314,West,Home Office,5/21/2022,Second Class,California,Art,0,1.395,1,5.58
Office Supplies,Huntington Beach,United States,Laurel Beltran,Global,9/1/2021,US-2021-124583,92646,Globe Weis Peel & Seel First Class Envelopes,West,Home Office,9/3/2021,Second Class,California,Envelopes,0,5.751,1,12.78
Office Supplies,Seattle,United States,Valerie Mitchum,Xerox,3/16/2022,US-2022-101539,98105,Xerox 214,West,Home Office,3/18/2022,Second Class,Washington,Paper,0,3.1104,1,6.48
Office Supplies,Seattle,United States,Valerie Mitchum,SAFCO,3/16/2022,US-2022-101539,98105,Safco Commercial Shelving,West,Home Office,3/18/2022,Second Class,Washington,Storage,0,1.8604,1,46.51
Office Supplies,Los Angeles,United States,Alyssa Tate,Newell,12/9/2022,US-2022-102407,90004,Newell 314,West,Home Office,12/13/2022,Second Class,California,Art,0,2.79,2,11.16
Office Supplies,San Francisco,United States,Becky Castell,Newell,5/19/2022,US-2022-113530,94109,Newell 310,West,Home Office,5/21/2022,Second Class,California,Art,0,1.0208,2,3.52
Office Supplies,Los Angeles,United States,Rick Bensley,Xerox,12/16/2022,US-2022-161578,90036,Xerox 1898,West,Home Office,12/21/2022,Second Class,California,Paper,0,6.4128,2,13.36
Office Supplies,San Francisco,United States,Neil Knudson,Acme,9/24/2022,US-2022-130148,94110,Acme Value Line Scissors,West,Home Office,9/28/2022,Second Class,California,Supplies,0,2.19,2,7.3
Office Supplies,North Las Vegas,United States,Dennis Pardue,Panasonic,10/21/2021,US-2021-138478,89031,Panasonic KP-150 Electric Pencil Sharpener,West,Home Office,10/26/2021,Second Class,Nevada,Art,0,29.4372,3,113.22
Office Supplies,Danville,United States,Nancy Lomonaco,Other,11/2/2022,US-2022-163790,94526,"Super Bands, 12/Pack",West,Home Office,11/4/2022,Second Class,California,Fasteners,0,0.1674,3,5.58
Office Supplies,San Francisco,United States,Chuck Clark,Other,9/19/2021,US-2021-114888,94109,Kleencut Forged Office Shears by Acme United Corporation,West,Home Office,9/24/2021,Second Class,California,Supplies,0,1.872,3,6.24
Office Supplies,Los Angeles,United States,Bradley Talbott,Kensington,2/26/2022,US-2022-117212,90036,Kensington 6 Outlet Guardian Standard Surge Protector,West,Home Office,2/28/2022,Second Class,California,Appliances,0,22.1184,4,81.92
Office Supplies,San Francisco,United States,Frank Gastineau,Panasonic,10/15/2022,US-2022-106033,94110,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,West,Home Office,10/18/2022,Second Class,California,Art,0,26.376,4,87.92
Office Supplies,Los Angeles,United States,Bradley Talbott,Xerox,2/26/2022,US-2022-117212,90036,Xerox 1908,West,Home Office,2/28/2022,Second Class,California,Paper,0,109.7208,4,223.92
Office Supplies,Los Angeles,United States,Bradley Talbott,Xerox,2/26/2022,US-2022-117212,90036,Xerox 1924,West,Home Office,2/28/2022,Second Class,California,Paper,0,11.3288,4,23.12
Office Supplies,Los Angeles,United States,Marc Harrigan,Acco,9/2/2022,US-2022-169327,90008,"Acco Six-Outlet Power Strip, 4' Cord Length",West,Home Office,9/4/2022,Second Class,California,Appliances,0,11.206,5,43.1
Office Supplies,Danville,United States,Nancy Lomonaco,Other,11/2/2022,US-2022-163790,94526,Nontoxic Chalk,West,Home Office,11/4/2022,Second Class,California,Art,0,4.224,5,8.8
Office Supplies,Los Angeles,United States,Rick Bensley,SAFCO,12/16/2022,US-2022-161578,90036,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,Home Office,12/21/2022,Second Class,California,Storage,0,7.945000000,5,158.9
Office Supplies,San Francisco,United States,Neil Knudson,Array,9/24/2022,US-2022-130148,94110,Array Memo Cubes,West,Home Office,9/28/2022,Second Class,California,Paper,0,15.2292,6,31.08
Office Supplies,North Las Vegas,United States,Dennis Pardue,Xerox,10/21/2021,US-2021-138478,89031,Xerox 193,West,Home Office,10/26/2021,Second Class,Nevada,Paper,0,17.5812,6,35.88
Office Supplies,Albuquerque,United States,Benjamin Farhat,Xerox,3/13/2022,US-2022-106859,87105,Xerox 1885,West,Home Office,3/18/2022,Second Class,New Mexico,Paper,0,138.3552,6,288.24
Office Supplies,Danville,United States,Nancy Lomonaco,Other,11/2/2022,US-2022-163790,94526,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",West,Home Office,11/4/2022,Second Class,California,Envelopes,0,38.29,7,76.58
Office Supplies,Albuquerque,United States,Benjamin Farhat,Xerox,3/13/2022,US-2022-106859,87105,Xerox 230,West,Home Office,3/18/2022,Second Class,New Mexico,Paper,0,21.7728,7,45.36
Office Supplies,Danville,United States,Nancy Lomonaco,Space Solutions,11/2/2022,US-2022-163790,94526,Space Solutions Commercial Steel Shelving,West,Home Office,11/4/2022,Second Class,California,Storage,0,22.6275,7,452.55
Office Supplies,Albuquerque,United States,Benjamin Farhat,Other,3/13/2022,US-2022-106859,87105,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",West,Home Office,3/18/2022,Second Class,New Mexico,Storage,0,25.424,8,90.8
Office Supplies,Lancaster,United States,Valerie Mitchum,Other,9/8/2021,US-2021-113516,93534,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,Home Office,9/10/2021,Second Class,California,Binders,0.2,11.5584,2,33.024
Office Supplies,San Francisco,United States,Chuck Clark,Cardinal,9/19/2021,US-2021-114888,94109,Cardinal Holdit Business Card Pockets,West,Home Office,9/24/2021,Second Class,California,Binders,0.2,4.1832,3,11.952
Office Supplies,North Las Vegas,United States,Dennis Pardue,Ibico,10/21/2021,US-2021-138478,89031,Ibico EPK-21 Electric Binding System,West,Home Office,10/26/2021,Second Class,Nevada,Binders,0.2,1644.2913,3,4535.976
Office Supplies,Lancaster,United States,Valerie Mitchum,Other,9/8/2021,US-2021-113516,93534,Premium Transparent Presentation Covers by GBC,West,Home Office,9/10/2021,Second Class,California,Binders,0.2,23.4976,4,67.136
Office Supplies,Seattle,United States,Emily Ducich,Wilson Jones,12/22/2021,US-2021-149916,98115,Wilson Jones International Size A4 Ring Binders,West,Home Office,12/24/2021,Second Class,Washington,Binders,0.2,19.376,4,55.36
Office Supplies,Los Angeles,United States,Marc Harrigan,GBC,9/2/2022,US-2022-169327,90008,"GBC Velobind Prepunched Cover Sets, Regency Series",West,Home Office,9/4/2022,Second Class,California,Binders,0.2,46.225,5,147.92
Office Supplies,Danville,United States,Nancy Lomonaco,GBC,11/2/2022,US-2022-163790,94526,GBC Therma-A-Bind 250T Electric Binding System,West,Home Office,11/4/2022,Second Class,California,Binders,0.2,206.6232,6,590.352
Office Supplies,Fargo,United States,Christopher Schild,Staples in misc. colors,12/28/2022,US-2022-135111,58103,Staples in misc. colors,Central,Home Office,1/2/2023,Standard Class,North Dakota,Art,0,0.868,1,2.48
Office Supplies,Indianapolis,United States,Karen Ferguson,Fellowes,7/1/2022,US-2022-148362,46203,Fellowes PB200 Plastic Comb Binding Machine,Central,Home Office,7/8/2022,Standard Class,Indiana,Binders,0,78.1954,1,169.99
Office Supplies,Richmond,United States,Hallie Redmond,Xerox,1/14/2022,US-2022-113278,47374,Xerox 188,Central,Home Office,1/20/2022,Standard Class,Indiana,Paper,0,5.5566,1,11.34
Office Supplies,Sheboygan,United States,Matt Abelman,Other,8/23/2021,US-2021-117793,53081,Pizazz Global Quick File,Central,Home Office,8/29/2021,Standard Class,Wisconsin,Storage,0,4.1916,1,14.97
Office Supplies,Columbus,United States,Chuck Clark,Eureka,12/30/2022,US-2022-126221,47201,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Central,Home Office,1/5/2023,Standard Class,Indiana,Appliances,0,56.511,2,209.3
Office Supplies,Lawrence,United States,Michelle Arnett,Other,11/5/2021,US-2021-165078,46226,Prismacolor Color Pencil Set,Central,Home Office,11/10/2021,Standard Class,Indiana,Art,0,16.2688,2,39.68
Office Supplies,Muskogee,United States,Julie Prescott,Newell,2/20/2022,US-2022-150525,74403,Newell 351,Central,Home Office,2/25/2022,Standard Class,Oklahoma,Art,0,1.9024,2,6.56
Office Supplies,Tulsa,United States,Michelle Tran,Other,8/11/2021,US-2021-128671,74133,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Central,Home Office,8/16/2021,Standard Class,Oklahoma,Binders,0,35.6776,2,77.56
Office Supplies,Richmond,United States,Hallie Redmond,Other,1/14/2022,US-2022-113278,47374,Bagged Rubber Bands,Central,Home Office,1/20/2022,Standard Class,Indiana,Fasteners,0,0.1008,2,2.52
Office Supplies,Holland,United States,Steve Carroll,Xerox,7/28/2021,US-2021-143924,49423,Xerox 1889,Central,Home Office,8/3/2021,Standard Class,Michigan,Paper,0,53.8608,2,109.92
Office Supplies,Oklahoma City,United States,Cynthia Delaney,Xerox,10/15/2021,US-2021-124352,73120,Xerox 1999,Central,Home Office,10/21/2021,Standard Class,Oklahoma,Paper,0,6.2208,2,12.96
Office Supplies,Richmond,United States,Hallie Redmond,Staple magnet,1/14/2022,US-2022-113278,47374,Staple magnet,Central,Home Office,1/20/2022,Standard Class,Indiana,Storage,0,5.2528,2,18.76
Office Supplies,Jackson,United States,Matthew Grinstein,Fellowes,12/12/2021,US-2021-139395,49201,Fellowes Desktop Hanging File Manager,Central,Home Office,12/18/2021,Standard Class,Michigan,Storage,0,6.715,2,26.86
Office Supplies,Jackson,United States,Bill Eplett,Fellowes,9/2/2022,US-2022-137596,49201,Fellowes High-Stak Drawer Files,Central,Home Office,9/7/2022,Standard Class,Michigan,Storage,0,81.0474,2,352.38
Office Supplies,Muskogee,United States,Julie Prescott,Other,2/20/2022,US-2022-150525,74403,Disposable Triple-Filter Dust Bags,Central,Home Office,2/25/2022,Standard Class,Oklahoma,Appliances,0,3.4086,3,13.11
Office Supplies,Oklahoma City,United States,Cynthia Delaney,Hoover,10/15/2021,US-2021-124352,73120,Hoover Upright Vacuum With Dirt Cup,Central,Home Office,10/21/2021,Standard Class,Oklahoma,Appliances,0,251.8911,3,868.59
Office Supplies,Olathe,United States,Brad Eason,Panasonic,9/5/2021,US-2021-140774,66062,Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,Home Office,9/10/2021,Standard Class,Kansas,Art,0,26.985,3,107.94
Office Supplies,Independence,United States,Robert Dilbeck,GBC,9/7/2022,US-2022-103877,64055,GBC DocuBind 300 Electric Binding Machine,Central,Home Office,9/14/2022,Standard Class,Missouri,Binders,0,757.4112,3,1577.94
Office Supplies,Milwaukee,United States,Catherine Glotzbach,Other,11/11/2022,US-2022-143217,53209,Prestige Round Ring Binders,Central,Home Office,11/17/2022,Standard Class,Wisconsin,Binders,0,8.5728,3,18.24
Office Supplies,Sheboygan,United States,Matt Abelman,Avery,8/23/2021,US-2021-117793,53081,Avery 515,Central,Home Office,8/29/2021,Standard Class,Wisconsin,Labels,0,17.6673,3,37.59
Office Supplies,Marion,United States,Max Ludwig,Easy-staple paper,4/6/2022,US-2022-107265,52302,Easy-staple paper,Central,Home Office,4/12/2022,Standard Class,Iowa,Paper,0,49.9704,3,106.32
Office Supplies,Milwaukee,United States,Matthew Grinstein,Acme,8/28/2022,US-2022-169502,53209,Acme Stainless Steel Office Snips,Central,Home Office,9/1/2022,Standard Class,Wisconsin,Supplies,0,5.8887,3,21.81
Office Supplies,Tulsa,United States,Paul Stevenson,Dixon,10/22/2022,US-2022-111920,74133,Dixon Ticonderoga Core-Lock Colored Pencils,Central,Home Office,10/26/2022,Standard Class,Oklahoma,Art,0,12.0252,4,36.44
Office Supplies,Jackson,United States,Mick Hernandez,Avery,1/21/2022,US-2022-127026,49201,"Avery Flip-Chart Easel Binder, Black",Central,Home Office,1/27/2022,Standard Class,Michigan,Binders,0,42.0744,4,89.52
Office Supplies,Oklahoma City,United States,Cynthia Delaney,Ibico,10/15/2021,US-2021-124352,73120,Ibico Plastic Spiral Binding Combs,Central,Home Office,10/21/2021,Standard Class,Oklahoma,Binders,0,55.936,4,121.6
Office Supplies,Sheboygan,United States,Matt Abelman,Other,8/23/2021,US-2021-117793,53081,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Central,Home Office,8/29/2021,Standard Class,Wisconsin,Labels,0,11.592,4,25.2
Office Supplies,Columbus,United States,Vicky Freymann,Wirebound,12/17/2022,US-2022-107342,47201,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Central,Home Office,12/22/2022,Standard Class,Indiana,Paper,0,13.2352,4,28.16
Office Supplies,Indianapolis,United States,Karen Ferguson,Xerox,7/1/2022,US-2022-148362,46203,Xerox 226,Central,Home Office,7/8/2022,Standard Class,Indiana,Paper,0,12.4416,4,25.92
Office Supplies,Indianapolis,United States,Karen Ferguson,Carina,7/1/2022,US-2022-148362,46203,"Carina Mini System Audio Rack, Model AR050B",Central,Home Office,7/8/2022,Standard Class,Indiana,Storage,0,13.3176,4,443.92
Office Supplies,Oklahoma City,United States,Arthur Wiediger,Tennsco,11/18/2021,US-2021-136812,73120,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Central,Home Office,11/23/2021,Standard Class,Oklahoma,Storage,0,55.896,4,1117.92
Office Supplies,Milwaukee,United States,Matthew Grinstein,Acco,8/28/2022,US-2022-169502,53209,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Central,Home Office,9/1/2022,Standard Class,Wisconsin,Appliances,0,26.564,5,91.6
Office Supplies,Jackson,United States,Matthew Grinstein,Newell,12/12/2021,US-2021-139395,49201,Newell 333,Central,Home Office,12/18/2021,Standard Class,Michigan,Art,0,3.614,5,13.9
Office Supplies,Lawrence,United States,Michelle Arnett,Other,11/5/2021,US-2021-165078,46226,Premium Transparent Presentation Covers by GBC,Central,Home Office,11/10/2021,Standard Class,Indiana,Binders,0,50.352,5,104.9
Office Supplies,Jackson,United States,Mick Hernandez,Avery,1/21/2022,US-2022-127026,49201,Avery Durable Binders,Central,Home Office,1/27/2022,Standard Class,Michigan,Binders,0,7.056,5,14.4
Office Supplies,Fargo,United States,Christopher Schild,Wilson Jones,12/28/2022,US-2022-135111,58103,Wilson Jones Impact Binders,Central,Home Office,1/2/2023,Standard Class,North Dakota,Binders,0,12.691,5,25.9
Office Supplies,Omaha,United States,Jesus Ocampo,Other,5/29/2022,US-2022-144568,68104,Plymouth Boxed Rubber Bands by Plymouth,Central,Home Office,6/2/2022,Standard Class,Nebraska,Fasteners,0,1.1775,5,23.55
Office Supplies,Lawrence,United States,Michelle Arnett,Avery,11/5/2021,US-2021-165078,46226,Avery 503,Central,Home Office,11/10/2021,Standard Class,Indiana,Labels,0,24.84,5,51.75
Office Supplies,Tulsa,United States,Michelle Tran,Xerox,8/11/2021,US-2021-128671,74133,Xerox 202,Central,Home Office,8/16/2021,Standard Class,Oklahoma,Paper,0,15.552,5,32.4
Office Supplies,Richmond,United States,Hallie Redmond,Tenex,1/14/2022,US-2022-113278,47374,"Tenex Personal Project File with Scoop Front Design, Black",Central,Home Office,1/20/2022,Standard Class,Indiana,Storage,0,17.524,5,67.4
Office Supplies,Oklahoma City,United States,Cynthia Delaney,Avery,10/15/2021,US-2021-124352,73120,Avery 508,Central,Home Office,10/21/2021,Standard Class,Oklahoma,Labels,0,14.4354,6,29.46
Office Supplies,Tulsa,United States,Michelle Tran,Avery,8/11/2021,US-2021-128671,74133,Avery Hanging File Binders,Central,Home Office,8/16/2021,Standard Class,Oklahoma,Binders,0,19.2556,7,41.86
Office Supplies,Holland,United States,Steve Carroll,Other,7/28/2021,US-2021-143924,49423,Staples,Central,Home Office,8/3/2021,Standard Class,Michigan,Fasteners,0,9.198,7,20.44
Office Supplies,Oklahoma City,United States,Cynthia Delaney,Avery,10/15/2021,US-2021-124352,73120,Avery 49,Central,Home Office,10/21/2021,Standard Class,Oklahoma,Labels,0,9.8784,7,20.16
