Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Office Supplies;Washington;United States;Tony Chapman;BIC;5.12.2020;CA-2020-140564;20016;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;East;Home Office;10.12.2020;Second Class;District of Columbia;Art;0;13,2288;8;33,92
Office Supplies;Newark;United States;Carl Weiss;GBC;13.05.2021;CA-2021-161655;19711;GBC Twin Loop Wire Binding Elements;East;Home Office;18.05.2021;Second Class;Delaware;Binders;0;149,76;9;299,52
Office Supplies;Lakewood;United States;Deanra Eno;Other;22.08.2018;CA-2018-123253;44107;Faber Castell Col-Erase Pencils;East;Home Office;25.08.2018;Second Class;Ohio;Art;0,2;1,0269;1;3,912
Office Supplies;Springfield;United States;Frank Carlisle;Newell;13.06.2019;CA-2019-104059;45503;Newell 320;East;Home Office;15.06.2019;Second Class;Ohio;Art;0,2;0,2996;1;3,424
Office Supplies;Philadelphia;United States;Alan Dominguez;Other;19.11.2018;CA-2018-128062;19134;"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack";East;Home Office;22.11.2018;Second Class;Pennsylvania;Paper;0,2;1,9845;1;5,88
Office Supplies;Parma;United States;Nora Pelletier;Other;22.09.2020;CA-2020-166653;44134;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;East;Home Office;24.09.2020;Second Class;Ohio;Envelopes;0,2;19,99;2;63,968
Office Supplies;Philadelphia;United States;Jim Kriz;Xerox;29.04.2019;CA-2019-157434;19120;Xerox 1949;East;Home Office;4.05.2019;Second Class;Pennsylvania;Paper;0,2;2,8884;2;7,968
Office Supplies;Columbus;United States;Julia Barnett;Ampad;8.12.2020;CA-2020-158302;43229;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";East;Home Office;12.12.2020;Second Class;Ohio;Paper;0,2;3,4398;3;10,584
Office Supplies;Lancaster;United States;Joni Sundaresam;Xerox;23.09.2020;CA-2020-124016;43130;Xerox 1970;East;Home Office;26.09.2020;Second Class;Ohio;Paper;0,2;4,0338;3;11,952
Office Supplies;Springfield;United States;Deanra Eno;Xerox;11.01.2020;CA-2020-126529;45503;Xerox 1935;East;Home Office;13.01.2020;Second Class;Ohio;Paper;0,2;20,5764;3;63,312
Office Supplies;Springfield;United States;Deanra Eno;Xerox;11.01.2020;CA-2020-126529;45503;Xerox 2;East;Home Office;13.01.2020;Second Class;Ohio;Paper;0,2;5,4432;3;15,552
Office Supplies;Philadelphia;United States;Deborah Brumfield;Boston;12.08.2020;US-2020-144477;19134;Boston 16765 Mini Stand Up Battery Pencil Sharpener;East;Home Office;14.08.2020;Second Class;Pennsylvania;Art;0,2;2,7984;4;37,312
Office Supplies;Lancaster;United States;Sam Zeldin;Message Book;3.07.2021;US-2021-111024;43130;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";East;Home Office;6.07.2021;Second Class;Ohio;Paper;0,2;11,1024;4;32,896
Office Supplies;Lancaster;United States;Sam Zeldin;Wirebound;3.07.2021;US-2021-111024;43130;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;East;Home Office;6.07.2021;Second Class;Ohio;Paper;0,2;11,223;6;30,96
Office Supplies;New York City;United States;Clay Rozendal;3-ring staple pack;23.09.2020;CA-2020-101742;10009;3-ring staple pack;East;Home Office;28.09.2020;Second Class;New York;Binders;0,2;3,6848;7;10,528
Office Supplies;Lancaster;United States;Joni Sundaresam;Fellowes;23.09.2020;CA-2020-124016;43130;Fellowes Black Plastic Comb Bindings;East;Home Office;26.09.2020;Second Class;Ohio;Binders;0,7;-9,7608;7;12,201
Office Supplies;Henderson;United States;Paul Stevenson;Other;30.11.2019;CA-2019-140830;42420;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";South;Home Office;2.12.2019;Second Class;Kentucky;Envelopes;0;8,2156;2;17,48
Office Supplies;Henderson;United States;Paul Stevenson;Tyvek;30.11.2019;CA-2019-140830;42420;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;South;Home Office;2.12.2019;Second Class;Kentucky;Envelopes;0;32,346;2;71,88
Office Supplies;Huntsville;United States;Mick Hernandez;Other;25.12.2021;CA-2021-114055;35810;Assorted Color Push Pins;South;Home Office;29.12.2021;Second Class;Alabama;Fasteners;0;1,1946;2;3,62
Office Supplies;Huntsville;United States;Mick Hernandez;Other;25.12.2021;CA-2021-114055;35810;14-7/8 x 11 Blue Bar Computer Printout Paper;South;Home Office;29.12.2021;Second Class;Alabama;Paper;0;46,1184;2;96,08
Office Supplies;Roswell;United States;Meg O'Connel;Easy-staple paper;17.09.2021;CA-2021-157931;30076;Easy-staple paper;South;Home Office;22.09.2021;Second Class;Georgia;Paper;0;49,9704;3;106,32
Office Supplies;Arlington;United States;Michael Grace;Xerox;22.09.2019;CA-2019-134992;22204;Xerox 214;South;Home Office;26.09.2019;Second Class;Virginia;Paper;0;15,552;5;32,4
Office Supplies;Huntsville;United States;Mick Hernandez;Xerox;25.12.2021;CA-2021-114055;35810;Xerox 1915;South;Home Office;29.12.2021;Second Class;Alabama;Paper;0;301,968;6;629,1
Office Supplies;Jackson;United States;Stephanie Ulpright;Avery;10.12.2021;CA-2021-148922;39212;Avery Metallic Poly Binders;South;Home Office;15.12.2021;Second Class;Mississippi;Binders;0;22,0032;8;45,84
Office Supplies;Lake Charles;United States;Daniel Raglin;Other;11.08.2021;CA-2021-160899;70601;Satellite Sectional Post Binders;South;Home Office;13.08.2021;Second Class;Louisiana;Binders;0;219,6546;11;477,51
Office Supplies;Jacksonville;United States;Ben Ferrer;Xerox;26.05.2019;US-2019-113327;28540;Xerox 1991;South;Home Office;29.05.2019;Second Class;North Carolina;Paper;0,2;5,9384;1;18,272
Office Supplies;Jacksonville;United States;Ben Ferrer;Other;26.05.2019;US-2019-113327;28540;Security-Tint Envelopes;South;Home Office;29.05.2019;Second Class;North Carolina;Envelopes;0,2;4,4312;2;12,224
Office Supplies;Bristol;United States;Catherine Glotzbach;Boston;10.09.2020;CA-2020-164350;37620;Boston Model 1800 Electric Pencil Sharpener, Gray;South;Home Office;12.09.2020;Second Class;Tennessee;Art;0,2;8,445000000;3;67,56
Office Supplies;Charlotte;United States;Ross Baird;Tennsco;24.12.2020;US-2020-168620;28205;Tennsco Double-Tier Lockers;South;Home Office;28.12.2020;Second Class;North Carolina;Storage;0,2;-47,2542;3;540,048
Office Supplies;Jacksonville;United States;Ben Ferrer;Xerox;26.05.2019;US-2019-113327;28540;Xerox 1937;South;Home Office;29.05.2019;Second Class;North Carolina;Paper;0,2;53,8048;4;153,728
Office Supplies;Miami;United States;Marc Harrigan;Other;29.12.2020;US-2020-135209;33178;Astroparche Fine Business Paper;South;Home Office;31.12.2020;Second Class;Florida;Paper;0,2;8,8704;6;25,344
Office Supplies;Miami;United States;Marc Harrigan;Xerox;29.12.2020;US-2020-135209;33178;Xerox 1898;South;Home Office;31.12.2020;Second Class;Florida;Paper;0,2;13,0928;7;37,408
Office Supplies;Tamarac;United States;Alyssa Tate;GBC;6.09.2019;CA-2019-133977;33319;GBC Plasticlear Binding Covers;South;Home Office;8.09.2019;Second Class;Florida;Binders;0,7;-2,5256;1;3,444
Office Supplies;Charlotte;United States;Ross Baird;GBC;24.12.2020;US-2020-168620;28205;GBC Linen Binding Covers;South;Home Office;28.12.2020;Second Class;North Carolina;Binders;0,7;-20,4468;3;27,882
Office Supplies;Hollywood;United States;Daniel Raglin;GBC;10.11.2021;CA-2021-142671;33021;GBC VeloBinder Strips;South;Home Office;14.11.2021;Second Class;Florida;Binders;0,7;-7,68;5;11,52
Office Supplies;Los Angeles;United States;Alyssa Tate;Harmony;9.12.2021;CA-2021-102407;90004;Harmony Air Purifier;West;Home Office;13.12.2021;Second Class;California;Appliances;0;68,04;1;189
Office Supplies;San Francisco;United States;Becky Castell;Newell;19.05.2021;CA-2021-113530;94109;Newell 314;West;Home Office;21.05.2021;Second Class;California;Art;0;1,395;1;5,58
Office Supplies;Huntington Beach;United States;Laurel Beltran;Global;1.09.2020;CA-2020-124583;92646;Globe Weis Peel & Seel First Class Envelopes;West;Home Office;3.09.2020;Second Class;California;Envelopes;0;5,751;1;12,78
Office Supplies;San Diego;United States;Maria Zettner;Advantus;8.11.2019;CA-2019-117611;92024;Advantus Plastic Paper Clips;West;Home Office;10.11.2019;Second Class;California;Fasteners;0;2,4;1;5
Office Supplies;Los Angeles;United States;Vicky Freymann;Xerox;25.07.2018;CA-2018-146528;90045;Xerox 1966;West;Home Office;27.07.2018;Second Class;California;Paper;0;3,1752;1;6,48
Office Supplies;San Francisco;United States;Nathan Mautz;Xerox;23.04.2018;CA-2018-111857;94109;Xerox 1891;West;Home Office;26.04.2018;Second Class;California;Paper;0;22,9877;1;48,91
Office Supplies;Seattle;United States;Valerie Mitchum;Xerox;16.03.2021;US-2021-101539;98105;Xerox 214;West;Home Office;18.03.2021;Second Class;Washington;Paper;0;3,1104;1;6,48
Office Supplies;San Francisco;United States;Rick Huthwaite;Other;27.09.2019;CA-2019-167255;94110;Personal Filing Tote with Lid, Black/Gray;West;Home Office;29.09.2019;Second Class;California;Storage;0;4,3428;1;15,51
Office Supplies;Seattle;United States;Valerie Mitchum;SAFCO;16.03.2021;US-2021-101539;98105;Safco Commercial Shelving;West;Home Office;18.03.2021;Second Class;Washington;Storage;0;1,8604;1;46,51
Office Supplies;Los Angeles;United States;Matt Abelman;Other;11.11.2018;CA-2018-140732;90004;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;West;Home Office;13.11.2018;Second Class;California;Appliances;0;2,0228;2;7,78
Office Supplies;Los Angeles;United States;Alyssa Tate;Newell;9.12.2021;CA-2021-102407;90004;Newell 314;West;Home Office;13.12.2021;Second Class;California;Art;0;2,79;2;11,16
Office Supplies;San Francisco;United States;Becky Castell;Newell;19.05.2021;CA-2021-113530;94109;Newell 310;West;Home Office;21.05.2021;Second Class;California;Art;0;1,0208;2;3,52
Office Supplies;Los Angeles;United States;Deanra Eno;Xerox;18.04.2019;CA-2019-142601;90004;Xerox 19;West;Home Office;20.04.2019;Second Class;California;Paper;0;27,882;2;61,96
Office Supplies;Los Angeles;United States;Rick Bensley;Xerox;16.12.2021;CA-2021-161578;90036;Xerox 1898;West;Home Office;21.12.2021;Second Class;California;Paper;0;6,4128;2;13,36
Office Supplies;San Francisco;United States;Rick Huthwaite;Xerox;27.09.2019;CA-2019-167255;94110;Xerox 226;West;Home Office;29.09.2019;Second Class;California;Paper;0;6,2208;2;12,96
Office Supplies;San Francisco;United States;Neil Knudson;Acme;24.09.2021;CA-2021-130148;94110;Acme Value Line Scissors;West;Home Office;28.09.2021;Second Class;California;Supplies;0;2,19;2;7,3
Office Supplies;North Las Vegas;United States;Dennis Pardue;Panasonic;21.10.2020;CA-2020-138478;89031;Panasonic KP-150 Electric Pencil Sharpener;West;Home Office;26.10.2020;Second Class;Nevada;Art;0;29,4372;3;113,22
Office Supplies;Danville;United States;Nancy Lomonaco;Other;2.11.2021;US-2021-163790;94526;Super Bands, 12/Pack;West;Home Office;4.11.2021;Second Class;California;Fasteners;0;0,1674;3;5,58
Office Supplies;San Diego;United States;Julie Kriz;Xerox;15.04.2020;CA-2020-117849;92105;Xerox 1911;West;Home Office;17.04.2020;Second Class;California;Paper;0;68,976;3;143,7
Office Supplies;San Francisco;United States;Rick Huthwaite;Xerox;27.09.2019;CA-2019-167255;94110;Xerox 1916;West;Home Office;29.09.2019;Second Class;California;Paper;0;73,41;3;146,82
Office Supplies;Salt Lake City;United States;Dennis Bolton;Xerox;19.11.2018;CA-2018-100972;84106;Xerox 1888;West;Home Office;24.11.2018;Second Class;Utah;Paper;0;79,8912;3;166,44
Office Supplies;Seattle;United States;Robert Dilbeck;Rogers;12.04.2019;CA-2019-145415;98103;Rogers Jumbo File, Granite;West;Home Office;17.04.2019;Second Class;Washington;Storage;0;0,407400000;3;40,74
Office Supplies;Seattle;United States;Tamara Willingham;Tennsco;1.12.2019;CA-2019-137113;98105;Tennsco Industrial Shelving;West;Home Office;5.12.2019;Second Class;Washington;Storage;0;2,9346;3;146,73
Office Supplies;San Francisco;United States;Chuck Clark;Other;19.09.2020;US-2020-114888;94109;Kleencut Forged Office Shears by Acme United Corporation;West;Home Office;24.09.2020;Second Class;California;Supplies;0;1,872;3;6,24
Office Supplies;Los Angeles;United States;Bradley Talbott;Kensington;26.02.2021;CA-2021-117212;90036;Kensington 6 Outlet Guardian Standard Surge Protector;West;Home Office;28.02.2021;Second Class;California;Appliances;0;22,1184;4;81,92
Office Supplies;San Francisco;United States;Frank Gastineau;Panasonic;15.10.2021;CA-2021-106033;94110;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;West;Home Office;18.10.2021;Second Class;California;Art;0;26,376;4;87,92
Office Supplies;Los Angeles;United States;Alyssa Tate;Staple-on labels;27.12.2018;CA-2018-120243;90004;Staple-on labels;West;Home Office;30.12.2018;Second Class;California;Labels;0;5,4332;4;11,56
Office Supplies;Los Angeles;United States;Matt Abelman;Xerox;11.11.2018;CA-2018-140732;90004;Xerox 1979;West;Home Office;13.11.2018;Second Class;California;Paper;0;55,764;4;123,92
Office Supplies;Los Angeles;United States;Bradley Talbott;Xerox;26.02.2021;CA-2021-117212;90036;Xerox 1908;West;Home Office;28.02.2021;Second Class;California;Paper;0;109,7208;4;223,92
Office Supplies;Los Angeles;United States;Bradley Talbott;Xerox;26.02.2021;CA-2021-117212;90036;Xerox 1924;West;Home Office;28.02.2021;Second Class;California;Paper;0;11,3288;4;23,12
Office Supplies;Los Angeles;United States;Vicky Freymann;Acme;25.07.2018;CA-2018-146528;90045;Acme Kleen Earth Office Shears;West;Home Office;27.07.2018;Second Class;California;Supplies;0;4,5008;4;15,52
Office Supplies;Los Angeles;United States;Marc Harrigan;Acco;2.09.2021;CA-2021-169327;90008;Acco Six-Outlet Power Strip, 4' Cord Length;West;Home Office;4.09.2021;Second Class;California;Appliances;0;11,206;5;43,1
Office Supplies;Danville;United States;Nancy Lomonaco;Other;2.11.2021;US-2021-163790;94526;Nontoxic Chalk;West;Home Office;4.11.2021;Second Class;California;Art;0;4,224;5;8,8
Office Supplies;Los Angeles;United States;Meg O'Connel;Xerox;17.09.2019;CA-2019-133025;90036;Xerox 216;West;Home Office;19.09.2019;Second Class;California;Paper;0;15,552;5;32,4
Office Supplies;Seattle;United States;Tamara Willingham;Xerox;1.12.2019;CA-2019-137113;98105;Xerox 219;West;Home Office;5.12.2019;Second Class;Washington;Paper;0;15,552;5;32,4
Office Supplies;Seattle;United States;Tamara Willingham;Xerox;1.12.2019;CA-2019-137113;98105;"Xerox Color Copier Paper, 11"" x 17"", Ream";West;Home Office;5.12.2019;Second Class;Washington;Paper;0;52,532;5;114,2
Office Supplies;Los Angeles;United States;Rick Bensley;SAFCO;16.12.2021;CA-2021-161578;90036;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";West;Home Office;21.12.2021;Second Class;California;Storage;0;7,945000000;5;158,9
Office Supplies;San Francisco;United States;Neil Knudson;Array;24.09.2021;CA-2021-130148;94110;Array Memo Cubes;West;Home Office;28.09.2021;Second Class;California;Paper;0;15,2292;6;31,08
Office Supplies;North Las Vegas;United States;Dennis Pardue;Xerox;21.10.2020;CA-2020-138478;89031;Xerox 193;West;Home Office;26.10.2020;Second Class;Nevada;Paper;0;17,5812;6;35,88
Office Supplies;Albuquerque;United States;Benjamin Farhat;Xerox;13.03.2021;CA-2021-106859;87105;Xerox 1885;West;Home Office;18.03.2021;Second Class;New Mexico;Paper;0;138,3552;6;288,24
Office Supplies;Danville;United States;Nancy Lomonaco;Other;2.11.2021;US-2021-163790;94526;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;West;Home Office;4.11.2021;Second Class;California;Envelopes;0;38,29;7;76,58
Office Supplies;Albuquerque;United States;Benjamin Farhat;Xerox;13.03.2021;CA-2021-106859;87105;Xerox 230;West;Home Office;18.03.2021;Second Class;New Mexico;Paper;0;21,7728;7;45,36
Office Supplies;Danville;United States;Nancy Lomonaco;Space Solutions;2.11.2021;US-2021-163790;94526;Space Solutions Commercial Steel Shelving;West;Home Office;4.11.2021;Second Class;California;Storage;0;22,6275;7;452,55
Office Supplies;Los Angeles;United States;Deanra Eno;Tennsco;18.04.2019;CA-2019-142601;90004;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";West;Home Office;20.04.2019;Second Class;California;Storage;0;9,471700000;7;947,17
Office Supplies;Albuquerque;United States;Benjamin Farhat;Other;13.03.2021;CA-2021-106859;87105;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;West;Home Office;18.03.2021;Second Class;New Mexico;Storage;0;25,424;8;90,8
Office Supplies;Los Angeles;United States;Christopher Schild;Eldon;2.10.2019;US-2019-119312;90045;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;West;Home Office;7.10.2019;Second Class;California;Storage;0;75,6952;14;270,34
Office Supplies;Lancaster;United States;Valerie Mitchum;Other;8.09.2020;CA-2020-113516;93534;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";West;Home Office;10.09.2020;Second Class;California;Binders;0,2;11,5584;2;33,024
Office Supplies;San Diego;United States;Julie Prescott;Avery;4.07.2019;CA-2019-152513;92024;Avery Premier Heavy-Duty Binder with Round Locking Rings;West;Home Office;8.07.2019;Second Class;California;Binders;0,2;7,4256;2;22,848
Office Supplies;Des Moines;United States;Nora Pelletier;Other;7.03.2018;US-2018-131982;98198;Catalog Binders with Expanding Posts;West;Home Office;11.03.2018;Second Class;Washington;Binders;0,2;33,64;2;107,648
Office Supplies;San Francisco;United States;Chuck Clark;Cardinal;19.09.2020;US-2020-114888;94109;Cardinal Holdit Business Card Pockets;West;Home Office;24.09.2020;Second Class;California;Binders;0,2;4,1832;3;11,952
Office Supplies;North Las Vegas;United States;Dennis Pardue;Ibico;21.10.2020;CA-2020-138478;89031;Ibico EPK-21 Electric Binding System;West;Home Office;26.10.2020;Second Class;Nevada;Binders;0,2;1644,2913;3;4535,976
Office Supplies;Glendale;United States;Gary Hansen;Other;3.08.2018;CA-2018-128986;85301;White Computer Printout Paper by Universal;West;Home Office;5.08.2018;Second Class;Arizona;Paper;0,2;33,7212;3;93,024
Office Supplies;Lancaster;United States;Valerie Mitchum;Other;8.09.2020;CA-2020-113516;93534;Premium Transparent Presentation Covers by GBC;West;Home Office;10.09.2020;Second Class;California;Binders;0,2;23,4976;4;67,136
Office Supplies;Seattle;United States;Emily Ducich;Wilson Jones;22.12.2020;CA-2020-149916;98115;Wilson Jones International Size A4 Ring Binders;West;Home Office;24.12.2020;Second Class;Washington;Binders;0,2;19,376;4;55,36
Office Supplies;Los Angeles;United States;Marc Harrigan;GBC;2.09.2021;CA-2021-169327;90008;GBC Velobind Prepunched Cover Sets, Regency Series;West;Home Office;4.09.2021;Second Class;California;Binders;0,2;46,225;5;147,92
Office Supplies;Danville;United States;Nancy Lomonaco;GBC;2.11.2021;US-2021-163790;94526;GBC Therma-A-Bind 250T Electric Binding System;West;Home Office;4.11.2021;Second Class;California;Binders;0,2;206,6232;6;590,352
Office Supplies;Richmond;United States;Pete Armstrong;Other;2.03.2019;CA-2019-105970;47374;50 Colored Long Pencils;Central;Home Office;7.03.2019;Standard Class;Indiana;Art;0;2,6416;1;10,16
Office Supplies;Fargo;United States;Christopher Schild;Staples in misc. colors;28.12.2021;CA-2021-135111;58103;Staples in misc. colors;Central;Home Office;2.01.2022;Standard Class;North Dakota;Art;0;0,868;1;2,48
Office Supplies;Indianapolis;United States;Karen Ferguson;Fellowes;1.07.2021;US-2021-148362;46203;Fellowes PB200 Plastic Comb Binding Machine;Central;Home Office;8.07.2021;Standard Class;Indiana;Binders;0;78,1954;1;169,99
Office Supplies;Eagan;United States;Julie Kriz;Avery;10.08.2019;CA-2019-130022;55122;Avery 480;Central;Home Office;16.08.2019;Standard Class;Minnesota;Labels;0;1,8;1;3,75
Office Supplies;Richmond;United States;Hallie Redmond;Xerox;14.01.2021;CA-2021-113278;47374;Xerox 188;Central;Home Office;20.01.2021;Standard Class;Indiana;Paper;0;5,5566;1;11,34
Office Supplies;Sheboygan;United States;Matt Abelman;Other;23.08.2020;US-2020-117793;53081;Pizazz Global Quick File;Central;Home Office;29.08.2020;Standard Class;Wisconsin;Storage;0;4,1916;1;14,97
Office Supplies;Roseville;United States;Philisse Overcash;Hoover;10.11.2019;CA-2019-121783;55113;Hoover Shoulder Vac Commercial Portable Vacuum;Central;Home Office;14.11.2019;Standard Class;Minnesota;Appliances;0;178,91;2;715,64
Office Supplies;Lawrence;United States;Michelle Arnett;Other;5.11.2020;US-2020-165078;46226;Prismacolor Color Pencil Set;Central;Home Office;10.11.2020;Standard Class;Indiana;Art;0;16,2688;2;39,68
Office Supplies;Jackson;United States;Matt Abelman;Newell;1.12.2019;CA-2019-110324;49201;Newell 307;Central;Home Office;5.12.2019;Standard Class;Michigan;Art;0;1,0192;2;3,64
Office Supplies;Muskogee;United States;Julie Prescott;Newell;20.02.2021;CA-2021-150525;74403;Newell 351;Central;Home Office;25.02.2021;Standard Class;Oklahoma;Art;0;1,9024;2;6,56
Office Supplies;Superior;United States;Eugene Moren;Newell;30.05.2020;CA-2020-152730;54880;Newell 333;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Art;0;1,4456;2;5,56
Office Supplies;Olathe;United States;Tom Ashbrook;GBC;12.09.2018;US-2018-119081;66062;GBC DocuBind P100 Manual Binding Machine;Central;Home Office;19.09.2018;Standard Class;Kansas;Binders;0;149,382;2;331,96
Office Supplies;Tulsa;United States;Michelle Tran;Other;11.08.2020;CA-2020-128671;74133;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";Central;Home Office;16.08.2020;Standard Class;Oklahoma;Binders;0;35,6776;2;77,56
Office Supplies;Tulsa;United States;Rick Bensley;Avery;7.09.2018;CA-2018-117765;74133;Avery Recycled Flexi-View Covers for Binding Systems;Central;Home Office;13.09.2018;Standard Class;Oklahoma;Binders;0;15,3888;2;32,06
Office Supplies;Richmond;United States;Hallie Redmond;Other;14.01.2021;CA-2021-113278;47374;Bagged Rubber Bands;Central;Home Office;20.01.2021;Standard Class;Indiana;Fasteners;0;0,1008;2;2,52
Office Supplies;Holland;United States;Steve Carroll;Xerox;28.07.2020;CA-2020-143924;49423;Xerox 1889;Central;Home Office;3.08.2020;Standard Class;Michigan;Paper;0;53,8608;2;109,92
Office Supplies;Jackson;United States;Matt Abelman;Wirebound;1.12.2019;CA-2019-110324;49201;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";Central;Home Office;5.12.2019;Standard Class;Michigan;Paper;0;8,7138;2;18,54
Office Supplies;Oklahoma City;United States;Cynthia Delaney;Xerox;15.10.2020;CA-2020-124352;73120;Xerox 1999;Central;Home Office;21.10.2020;Standard Class;Oklahoma;Paper;0;6,2208;2;12,96
Office Supplies;Columbus;United States;Sam Zeldin;Other;12.06.2019;CA-2019-136105;47201;Recycled Eldon Regeneration Jumbo File;Central;Home Office;16.06.2019;Standard Class;Indiana;Storage;0;6,8768;2;24,56
Office Supplies;Richmond;United States;Hallie Redmond;Staple magnet;14.01.2021;CA-2021-113278;47374;Staple magnet;Central;Home Office;20.01.2021;Standard Class;Indiana;Storage;0;5,2528;2;18,76
Office Supplies;Jackson;United States;Matthew Grinstein;Fellowes;12.12.2020;CA-2020-139395;49201;Fellowes Desktop Hanging File Manager;Central;Home Office;18.12.2020;Standard Class;Michigan;Storage;0;6,715;2;26,86
Office Supplies;Springfield;United States;Nick Zandusky;Smead;2.08.2018;US-2018-106299;65807;Smead Adjustable Mobile File Trolley with Lockable Top;Central;Home Office;8.08.2018;Standard Class;Missouri;Storage;0;226,3626;2;838,38
Office Supplies;Tulsa;United States;Rick Bensley;Akro;7.09.2018;CA-2018-117765;74133;Akro-Mils 12-Gallon Tote;Central;Home Office;13.09.2018;Standard Class;Oklahoma;Storage;0;5,7594;2;19,86
Office Supplies;Muskogee;United States;Julie Prescott;Other;20.02.2021;CA-2021-150525;74403;Disposable Triple-Filter Dust Bags;Central;Home Office;25.02.2021;Standard Class;Oklahoma;Appliances;0;3,4086;3;13,11
Office Supplies;Oklahoma City;United States;Cynthia Delaney;Hoover;15.10.2020;CA-2020-124352;73120;Hoover Upright Vacuum With Dirt Cup;Central;Home Office;21.10.2020;Standard Class;Oklahoma;Appliances;0;251,8911;3;868,59
Office Supplies;Superior;United States;Eugene Moren;Acco;30.05.2020;CA-2020-152730;54880;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;Central;Home Office;4.06.2020;Standard Class;Wisconsin;Appliances;0;109,422;3;364,74
Office Supplies;Olathe;United States;Brad Eason;Panasonic;5.09.2020;CA-2020-140774;66062;Panasonic KP-380BK Classic Electric Pencil Sharpener;Central;Home Office;10.09.2020;Standard Class;Kansas;Art;0;26,985;3;107,94
Office Supplies;Eagan;United States;Julie Kriz;Other;10.08.2019;CA-2019-130022;55122;Peel-Off China Markers;Central;Home Office;16.08.2019;Standard Class;Minnesota;Art;0;12,5118;3;29,79
Office Supplies;Roseville;United States;Philisse Overcash;GBC;10.11.2019;CA-2019-121783;55113;GBC Standard Therm-A-Bind Covers;Central;Home Office;14.11.2019;Standard Class;Minnesota;Binders;0;34,3896;3;74,76
Office Supplies;Independence;United States;Robert Dilbeck;GBC;7.09.2021;CA-2021-103877;64055;GBC DocuBind 300 Electric Binding Machine;Central;Home Office;14.09.2021;Standard Class;Missouri;Binders;0;757,4112;3;1577,94
Office Supplies;Eau Claire;United States;Pete Armstrong;Other;17.05.2018;CA-2018-148761;54703;Surelock Post Binders;Central;Home Office;21.05.2018;Standard Class;Wisconsin;Binders;0;45,84;3;91,68
Office Supplies;Milwaukee;United States;Catherine Glotzbach;Other;11.11.2021;CA-2021-143217;53209;Prestige Round Ring Binders;Central;Home Office;17.11.2021;Standard Class;Wisconsin;Binders;0;8,5728;3;18,24
Office Supplies;Trenton;United States;Matt Abelman;Global;8.08.2018;CA-2018-124478;48183;Globe Weis Peel & Seel First Class Envelopes;Central;Home Office;12.08.2018;Standard Class;Michigan;Envelopes;0;17,253;3;38,34
Office Supplies;Sheboygan;United States;Matt Abelman;Avery;23.08.2020;US-2020-117793;53081;Avery 515;Central;Home Office;29.08.2020;Standard Class;Wisconsin;Labels;0;17,6673;3;37,59
Office Supplies;Marion;United States;Max Ludwig;Easy-staple paper;6.04.2021;CA-2021-107265;52302;Easy-staple paper;Central;Home Office;12.04.2021;Standard Class;Iowa;Paper;0;49,9704;3;106,32
Office Supplies;Jackson;United States;Matt Abelman;Xerox;1.12.2019;CA-2019-110324;49201;Xerox 207;Central;Home Office;5.12.2019;Standard Class;Michigan;Paper;0;9,3312;3;19,44
Office Supplies;Roseville;United States;Philisse Overcash;Tennsco;10.11.2019;CA-2019-121783;55113;Tennsco 6- and 18-Compartment Lockers;Central;Home Office;14.11.2019;Standard Class;Minnesota;Storage;0;143,1918;3;795,51
Office Supplies;Olathe;United States;Tom Ashbrook;Other;12.09.2018;US-2018-119081;66062;Compact Automatic Electric Letter Opener;Central;Home Office;19.09.2018;Standard Class;Kansas;Supplies;0;7,158600000;3;357,93
Office Supplies;Milwaukee;United States;Matthew Grinstein;Acme;28.08.2021;US-2021-169502;53209;Acme Stainless Steel Office Snips;Central;Home Office;1.09.2021;Standard Class;Wisconsin;Supplies;0;5,8887;3;21,81
